SWIFT CODE;NAME;ADDRESS
CJPBUYM1XXX;CAJA DE JUBILACIONES Y PENSIONES BANCARIAS;CIRCUNVALACION DURANGO 314  MONTEVIDEO, MONTEVIDEO, 11000
CJPPUYM1XXX;CAJA DE PROFESIONALES UNIVERSITARIOS;ANDES 1521  MONTEVIDEO, MONTEVIDEO, 11100
CLSMMCM1XXX;CAPITALIA LUXEMBOURG S.A.;LES VILLAS DEL SOLE 47-49 BOULEVARD D'ITALIE MONACO, MONACO, 98007
CMBAAWAXXXX;CARIBBEAN MERCANTILE BANK N.V.;KAYA GILBERTO FRANCOIS CROES 53 ORANJESTAD, ORANJESTAD-WEST AND ORANJESTAD-EAST
CMBMMCMXXXX;CMB MONACO;17 AVENUE DES SPELUGUES  MONACO, MONACO, 98000
CMCIMCM1LYB;CM-CIC MONACO;26 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000
CMCIMCM1XXX;CM-CIC MONACO;RUE GRIMALDI  MONACO, MONACO, 98000
CMMDMCM1XXX;CREDIT MOBILIER DE MONACO;15 AVENUE DE GRANDE BRETAGNE  MONACO, MONACO, 98000
CNCCCLR1XXX;CORPORACION NACIONAL DEL COBRE DE CHILE;  
CNCOCLR1XXX;CONSORCIO CORREDORES DE BOLSA S.A.;EL BOSQUE SUR 130, FLOOR 13 EDIFICIO CONSORCIO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000
COMEUYMMALL;SCOTIABANK URUGUAY S.A.;  MONTEVIDEO, MONTEVIDEO
COMEUYMMXXX;SCOTIABANK URUGUAY S.A.;MISIONES 1399  MONTEVIDEO, MONTEVIDEO, 11000
CONBCLRMXXX;BANCO ITAU CHILE;PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO
COPAUYM1XXX;COPAB;DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100
COPXMTMTXXX;W AND J COPPINI AND CO;144 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604
CRBAALTRXXX;BANKA OTP ALBANIA SH.A;  TIRANA, TIRANA
CREDCLRMXXX;BANCO DE CREDITO E INVERSIONES;  
CREXBGSFXXX;TOKUDA BANK AD;GEORG WASHINGTON 21  SOFIA, SOFIA, 1000
CRFVMTM1XXX;CRYSTAL FINANCE INVESTMENTS LTD.;6 FREEDOM SQUARE  VALLETTA, VALLETTA, VLT 1060
CRLYMCM1BAS;LCL (LE CREDIT LYONNAIS) MONACO;21 AVENUE DES BEAUX ARTS  MONACO, MONACO, 98000
CRLYMCM1CAE;LCL (LE CREDIT LYONNAIS) MONACO;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000
CRLYMCM1FVI;LCL (LE CREDIT LYONNAIS) MONACO;13 AVENUE DU PRINCE HEREDITAIRE  MONACO, MONACO, 98000
CRLYMCM1LCM;LCL (LE CREDIT LYONNAIS) MONACO;7 AVENUE PRINCE PIERRE  MONACO, MONACO, 98000
CRLYMCM1LMO;LCL (LE CREDIT LYONNAIS) MONACO;PLACE DES MOULINS  MONACO, MONACO, 98000
CRLYMCM1MCA;LCL (LE CREDIT LYONNAIS) MONACO;2 AVENUE PRINCESSE ALICE  MONACO, MONACO, 98000
CRLYMCM1XXX;LCL (LE CREDIT LYONNAIS) MONACO;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000
CRRBCLR1XXX;ITAU CORPBANCA CORREDORES DE BOLSA S.A.;  
CRSGMCM1XXX;CREDIT SUISSE ASSET MANAGEMENT;  MONACO, MONACO, 98000
CSSNPLP1XXX;CASPAR ASSET MANAGEMENT SPOLKA AKCYJNA;SZKOLNA 5/13  POZNAN, WIELKOPOLSKIE, 61-832
CTBEMTM1XXX;COMMBANK EUROPE LTD;FLOOR 3, STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022
CTBSPLP1XXX;CTBS S.A.;CHLODNA 64  WARSZAWA, MAZOWIECKIE, 00-872
CUIMPLP1XXX;AVIVA INVESTORS POLAND SPOLKA AKCYJNA W LIKWIDACJI;UL. PROSTA 70  WARSZAWA, MAZOWIECKIE, 00-838
CULMPLP1XXX;WSCHODNI BANK SPOLDZIELCZY W CHELMIE;UL. DWORCOWA 5  CHELMNO, KUJAWSKO-POMORSKIE, 86-200
CURPMTM1XXX;CURMI AND PARTNERS LIMITED;FINANCE HOUSE PRINCESS ELIZABETH STR TA'XBIEX, TA'XBIEX, XBX 1102
DABAPLPWXXX;DANSKE BANK A/S S.A. ODZIAL W POLSCE;WSPOLNA 70  WARSZAWA, MAZOWIECKIE, 00-687
DBINMTM1XXX;D.B.R. INVESTMENTS LIMITED;DEBER NIGRET ROAD  ZURRIEQ, ZURRIEQ, ZRQ 3172
DCVVCLRMXXX;DEPOSITO CENTRAL DE VALORES S.A. DEPOSITO DE VALORES;  
DDPPPLP1XXX;DORADZTWO DLA POLSKICH PRZEDSIEBIORSTW SECURITIES S.A.;LOK. 313 PL. DABROWSKIEGO 1 WARSZAWA, MAZOWIECKIE, 00-057
DECVUYM1XXX;DEPOSITARIO CENTRAL DE VALORES;DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100
DEMIBGSFXXX;D COMMERCE BANK AD;GENERAL TOTLEBEN BLVD 8  SOFIA, SOFIA, 1606
DEUTPLPXXXX;DEUTSCHE BANK POLSKA S.A.;FOCUS BUILDING AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609
DEUTUYM1XXX;DEUTSCHE BANK (URUGUAY) SOCIEDAD ANONIMA INSTITUCION FINANCIERA EXTERNA;AVDA. LUIS DE HERRERA 1248 OF. 1902 MONTEVIDEO, MONTEVIDEO, 11300
DIBRPLP1XXX;MBANK SPOLKA AKCYJNA;WSPOLNA STREET 47/49  WARSZAWA, MAZOWIECKIE, 00-684
DMAFPLP1XXX;DOM MAKLERSKI AFS SP. Z O.O.;PANSKA CORNER PANSKA 73 WARSZAWA, MAZOWIECKIE, 00-834
DMOSPLP1XXX;DOM MAKLERSKI BANKU OCHRONY SRODOWISKA SA;MARSZALKOWSKA 78/80  WARSZAWA, MAZOWIECKIE, 00-517
DMPNPLP1XXX;NOBLE SECURITIES SPOLKA AKCYJNA;SZPITALNA 40  KRAKOW, MALOPOLSKIE, 31-024
DMTBPLP1XXX;DOM MAKLERSKI TMS BROKERS S.A.;MILLENNIUM PLAZA AL.JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017
DOINPLP1XXX;DOM INWESTYCYJNY NEHREBETIUS S.A.;RETORYKA 7  KRAKOW, MALOPOLSKIE, 31-108
DOMDPLP1XXX;IDM SPOLKA AKCYJNA W UPADLOSCI UKLADOWEJ;MAWY RYNEK 7  KRAKOW, MALOPOLSKIE, 31-041
DOMHPLP1XXX;DOM MAKLERSKI BANKU HANDLOWEGO SPOWKA AKCYJNA;UL. CHALUBINSKIEGO 8  WARSZAWA, MAZOWIECKIE, 00-613
DOMKPLP1XXX;BANK POLSKA KASA OPIEKI S.A.;WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675
DOMNPLP1XXX;DOM MAKLERSKI NAVIGATOR SA;KOSZYKOWA 54  WARSZAWA, MAZOWIECKIE, 00-675
DOMPPLP1XXX;DOM MAKLERSKI PENETRATOR SA;GREY HOUSE RYNEK GLOWNY 6 KRAKOW, MALOPOLSKIE, 31-042
DOMSPLP1XXX;DOM MAKLERSKI BANKU BPS S.A.;PLOCKA 9/11B  WARSZAWA, MAZOWIECKIE, 01-231
DSCBCLR1XXX;DEUTSCHE SECURITIES SPA;AVENIDA EL BOSQUE SUR 130, FLOOR 5 CONSORCIO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000
DZLKPLP1XXX;BANK SPOLDZIELCZY W DZIALDOWIE Z/S W LIDZBARKU;NOWY RYNEK 18  - LIDZBARK, POWIAT DZIALDOWSKI, 13-230 
EBOSPLPW005;BANK OCHRONY SRODOWISKA S.A.;  CZESTOCHOWA, SLASKIE
EBOSPLPW017;BANK OCHRONY SRODOWISKA S.A.;  WARSZAWA, MAZOWIECKIE
EBOSPLPW018;BANK OCHRONY SRODOWISKA S.A.;  BYDGOSZCZ, KUJAWSKO-POMORSKIE
EBOSPLPW021;BANK OCHRONY SRODOWISKA S.A.;  WROCLAW, DOLNOSLASKIE
EBOSPLPW034;BANK OCHRONY SRODOWISKA S.A.;  KOSZALIN, ZACHODNIOPOMORSKIE
EBOSPLPW047;BANK OCHRONY SRODOWISKA S.A.;  POZNAN, WIELKOPOLSKIE
EBOSPLPW050;BANK OCHRONY SRODOWISKA S.A.;  WLOCLAWEK, KUJAWSKO-POMORSKIE
EBOSPLPW063;BANK OCHRONY SRODOWISKA S.A.;  OLSZTYN, WARMINSKO-MAZURSKIE
EBOSPLPW076;BANK OCHRONY SRODOWISKA S.A.;  SZCZECIN, ZACHODNIOPOMORSKIE
EBOSPLPW089;BANK OCHRONY SRODOWISKA S.A.;  GDANSK, POMORSKIE
EBOSPLPW102;BANK OCHRONY SRODOWISKA S.A.;  WARSZAWA, MAZOWIECKIE
EBOSPLPW106;BANK OCHRONY SRODOWISKA S.A.;  KRAKOW, MALOPOLSKIE
EBOSPLPW119;BANK OCHRONY SRODOWISKA S.A.;  KATOWICE, SLASKIE
EBOSPLPW122;BANK OCHRONY SRODOWISKA S.A.;  RZESZOW, PODKARPACKIE
EBOSPLPW135;BANK OCHRONY SRODOWISKA S.A.;  LUBLIN, LUBELSKIE
EBOSPLPW157;BANK OCHRONY SRODOWISKA S.A.;  WARSZAWA, MAZOWIECKIE
EBOSPLPW199;BANK OCHRONY SRODOWISKA S.A.;  JELENIA GORA, DOLNOSLASKIE
EBOSPLPW210;BANK OCHRONY SRODOWISKA S.A.;  OBORNIKI , WIELKOPOLSKIE, 64-600
EBOSPLPW216;BANK OCHRONY SRODOWISKA S.A.;  BIALYSTOK, PODLASKIE
EBOSPLPW223;BANK OCHRONY SRODOWISKA S.A.;  OSTROW WIELKOPOLSKI, WIELKOPOLSKIE
EBOSPLPW229;BANK OCHRONY SRODOWISKA S.A.;  OPOLE, OPOLSKIE
EBOSPLPW232;BANK OCHRONY SRODOWISKA S.A.;  KONIN, WIELKOPOLSKIE
EBOSPLPW245;BANK OCHRONY SRODOWISKA S.A.;  LODZ, LODZKIE
EBOSPLPW252;BANK OCHRONY SRODOWISKA S.A.;  TARNOW, MALOPOLSKIE
EBOSPLPW258;BANK OCHRONY SRODOWISKA S.A.;  LEGNICA, DOLNOSLASKIE
EBOSPLPW261;BANK OCHRONY SRODOWISKA S.A.;  BIELSKO BIALA, SLASKIE
EBOSPLPW274;BANK OCHRONY SRODOWISKA S.A.;  ELBLAG, WARMINSKO-MAZURSKIE
EBOSPLPW287;BANK OCHRONY SRODOWISKA S.A.;  WARSZAWA, MAZOWIECKIE
EBOSPLPW290;BANK OCHRONY SRODOWISKA S.A.;  PLOCK, MAZOWIECKIE
EBOSPLPW304;BANK OCHRONY SRODOWISKA S.A.;  TORUN, KUJAWSKO-POMORSKIE
EBOSPLPWCHA;BANK OCHRONY SRODOWISKA S.A.;  CHELM, LUBELSKIE
EBOSPLPWKIA;BANK OCHRONY SRODOWISKA S.A.;  KIELCE, SWIETOKRZYSKIE
EBOSPLPWLOA;BANK OCHRONY SRODOWISKA S.A.;  LOMZA, PODLASKIE, 18-400
EBOSPLPWPIA;BANK OCHRONY SRODOWISKA S.A.;  PILA, WIELKOPOLSKIE, 64-920
EBOSPLPWSUA;BANK OCHRONY SRODOWISKA S.A.;  SUWALKI, PODLASKIE
EBOSPLPWXXX;BANK OCHRONY SRODOWISKA S.A.;UL. ZELAZNA 32  WARSZAWA, MAZOWIECKIE, 00-832
EBOSPLPWZAA;BANK OCHRONY SRODOWISKA S.A.;  ZAMOSC, LUBELSKIE
ECCVCLRMXXX;CCLV, CONTRAPARTE CENTRAL S.A.;  
EFGBMCMCXXX;EFG BANK (MONACO);VILLA DES AIGLES 15 AVENUE D'OSTENDE MONACO, MONACO, 98000
EKIRPLP1XXX;KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.);PILECKIEGO ST. 65  WARSZAWA, MAZOWIECKIE, 02-781
ELTABGS1XXX;ELANA TRADING INC;LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS, TOWER:B, FLOOR 12 SOFIA, SOFIA, 1756
EMPOALTRXXX;AMERICAN BANK OF INVESTMENTS S.A.;HYRJA 1 RRUGA E KAVAJES NDERTESA 27 TIRANA, TIRANA, 1001
ERMOMCM1XXX;BNP PARIBAS WEALTH MANAGEMENT MONACO;VILLA DES FLEURS 27 BOULEVARD PRINCESSE CHARLOTTE MONACO, MONACO, 98000
ERSPPLP1XXX;ERSTE SECURITIES POLSKA' SPOWKA AKCYJNA;SASKI CRESCENT UL. KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103
ESSEPLPWXXX;SKANDINAVISKA ENSKILDA BANKEN AB, SPOLKA AKCYJNA, ODDZIAL W POLSCE;UL. ZELAZNA 51/53  WARSZAWA, MAZOWIECKIE, 00-841
ESSIPLPXXXX;HAITONG BANK S.A., SPOLKA AKCYJNA ODDZIAL W POLSCE;LUMEN ZACHODNI ZLOTA STREET 59, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-120
EXAEMTM1XXX;XNT LTD;PORTOMASO BUSINESS TOWER VJAL PORTOMASO - ST. JULIAN'S, ST JULIAN'S, STJ 3155
EXSRPLP1XXX;EXPRESS BANK SPOLDZIELCZY W RZESZOWIE;UL.KRAKOWSKA 12B/1A  RZESZOW, PODKARPACKIE, 35-111
FALACLRMXXX;BANCO FALABELLA;CALLE MONEDA 970, FLOOR 9 EDIFICIO EUROCENTRO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320313
FBHLMTMTXXX;CREDIT EUROPE BANK N.V. MALTA BRANCH;143/2 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604
FEFAALTRXXX;PROCREDIT BANK SH. A. ALBANIA (FORMERLY FEFAD BANK);H. 15 RRUGA DRITAN HOXHA, NJESIA BASHKIAKE 11 TIRANA, TIRANA, 1023
FFBHBGS1XXX;FIRST FINANCIAL BROKERAGE HOUSE LTD.;ENOS STREET 2  SOFIA, SOFIA, 1408
FFSMMTM1XXX;FEXSERV FINANCIAL SERVICES LIMITED;ALPINE HOUSE NAXXAR ROAD SAN GWANN, SAN GWANN, SGN 9032
FIIHMTM1XXX;FINACOM INVESTMENT HOUSE LIMITED;SUITE A, FLOOR 2, THE PARK LANE BUILDING MOUNTBATEN STREET G'MANGIA, G'MANGIA, HMR 1576
FIMBMTM3XXX;FIMBANK PLC;MERCURY TOWER ELIA ZAMMIT STREET ST. JULIAN'S, ST. JULIAN'S, STJ 3153
FINVALTRXXX;FIRST INVESTMENT BANK-ALBANIA SH.A;TWIN TOWERS NO.2 BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010
FINVBGSFXXX;FIRST INVESTMENT BANK AD;TSARIGRADSKO SHOSSE BOULEVARD 111 P  SOFIA, SOFIA, 1784
FITMPLP1XXX;FIRST INTERNATIONAL TRADERS DOM MAKLERSKI SA;AL. JANA PAWA II 15  WARSZAWA, MAZOWIECKIE, 00-828
FPLSMTM1XXX;FINANCIAL PLANNING SERVICES LIMITED;MARINA COURT 4 G. CALI STREET TA'XBIEX, TA'XBIEX, XBX 1027
FRIPCLR1XXX;FITCH CHILE CLASIFICADORA DE REISGO LTD;ALCANTARA 200, OF. 202 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000
FRIPPLP1XXX;FITCH POLSKA SA;SASKI CRESCENT KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103
FRIPUYM1XXX;FITCH URUGUAY CALIFICADORA RIESGO S.A.;CONVENCION 1490 AP. 201 MONTEVIDEO, MONTEVIDEO, 11100
FTLNCLRMXXX;TANNER SERVICIOS FINANCIEROS S.A.;  
FTRMMTM1XXX;FINCO TREASURY MANAGEMENT LIMITED;FLOOR 2, THE MALL COMPLEX  FLORIANA, IL-FURJANA, FRN 1470
GASBPLP1XXX;BANK SPOLDZIELCZY W GASOCINIE;UL.GLOWNA 23  GASOCIN, MAZOWIECKIE, 06-440
GBGCPLPKXXX;VELOBANK S.A.;THE WARSAW HUB RONDO I. DASZYNSKIEGO 2C WARSZAWA, MAZOWIECKIE, 00-843
GBWCPLPPXXX;SGB-BANK S.A. (FORMERLY GOSPODARCZY BANK WIELKOPOLSKI S.A.);UL. SZARYCH SZEREGOW 23A  POZNAN, WIELKOPOLSKIE, 60-462
GLFAMTM1XXX;GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED;120 THE STRAND  GZIRA, GZIRA, GZR 1027
GLFMMTM1XXX;GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED;OPERATIONS CENTRE BALZAN VALLEY ROAD BALZAN, BALZAN, BZN 1407
GLMKBGS1XXX;GLOBAL MARKETS;  SOFIA, SOFIA, 1816
GOSKPLPWXXX;BANK GOSPODARSTWA KRAJOWEGO;AL. JEROZOLIMSKIE 7  WARSZAWA, MAZOWIECKIE, 00-496
GROIMTM1XXX;GROWTH INVESTMENTS LIMITED;MIDDLE SEA HOUSE  FLORIANA, IL-FURJANA, FRN 1442
HABALV22XXX;SWEDBANK AS;BALASTA DAMBIS 1A  RIGA, RIGA, LV-1048
HAJNPLP1XXX;BANK SPOLDZIELCZY W HAJNOWCE;PILSUDSKIEGO 12  HAJNOWKA, PODLASKIE, 17-200
HANDPLPWXXX;SVENSKA HANDELSBANKEN AB SPOLKA AKCYJNA ODDZIAL W POLSCE;WOLOSKA 22  WARSZAWA, MAZOWIECKIE, 02-675
HOCIMTM1XXX;HOGG CAPITAL INVESTMENTS LIMITED;SUITE 33, REGENT HOUSE BISAZZA STREET SLIEMA, SLIEMA, SLM 1640
HSBCPLPWXXX;HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124
HSFMMTM1XXX;HSBC GLOBAL ASSET MANAGEMENT (MALTA) LIMITED;HEXAGON HOUSE SPENCER GARDENS BLATA IL-BAJDA, BLATA IL-BAJDA, BKR 3000
HYVEPLP2XXX;PEKAO BANK HIPOTECZNY SA;RENAISSANCE TOWER UL. SKIERNIEWICKA 10A WARSZAWA, MAZOWIECKIE, 01-230
IABGBGSFXXX;INTERNATIONAL ASSET BANK AD;TODOR ALEXANDROV BLVD 81-83  SOFIA, SOFIA, 1303
IAFAUYM1XXX;INTEGRACION A.F.A.P. S.A.;BVAR ARTIGAS 1253  MONTEVIDEO, MONTEVIDEO, 11200
IARUAWA1XXX;INTERBANK ARUBA NV;CAYA G.F. CROES 38  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST 
ICCSCLR1XXX;ITAU CORPBANCA CORREDORES DE BOLSA S.A.;APOQUINDO 3457, FLOOR 1 EDIFICIO ITAU - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000
ICPLPLP1XXX;INTERBANK FINANCIAL SERVICES SP. Z O.O.;SIENNA 73  WARSZAWA, MAZOWIECKIE, 00-833
IDMAPLP1XXX;VESTOR DOM MAKLERSKI S.A.;BUKOWIECKA 92  WARSZAWA, MAZOWIECKIE, 03-893
IIGBMTMTXXX;IIG BANK (MALTA) LTD;PORTOMASO BUSINESS TOWER PORTOMASO ST. JULIAN'S, ST. JULIAN'S, STJ 4011
IIMPPLP1XXX;NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA;HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499
IMIEAWA1XXX;IMTRADEX INTERNATIONAL N.V.;TANKI LENDEERT 143  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST 
INGBBGSFXXX;ING BANK N.V. SOFIA BRANCH;BULGARIA BLVD 49B  SOFIA, SOFIA, 1404
INGBPLPWXXX;ING BANK SLASKI SA;UL. SOKOLSKA 34  KATOWICE, SLASKIE, 40-086
INTFBGSFXXX;ICARD AD;BUSINESS PARK VARNA B1  VARNA, VARNA, 9009
INUXUYM1XXX;INDUMEX S.A.;RINCON 477  MONTEVIDEO, MONTEVIDEO, 11000
IORTBGSFXXX;INVESTBANK JSC;BULGARIA BLVD 85  SOFIA, SOFIA, 1404
IPSEPLP1XXX;IPOPEMA SECURITIES S.A.;PROZNA 9  WARSZAWA, MAZOWIECKIE, 00-017
ITAUCLRMXXX;BANCO ITAU CHILE;PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO
ITAUUYMMXXX;BANCO ITAU;DR. LUIS BONAVITA 1266  MONTEVIDEO, MONTEVIDEO, 11300
ITFIPLP1XXX;NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA;HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499
IVSEPLPPXXX;PLUS BANK S.A.;AL. STANOW ZJEDNOCZONYCH 61A  WARSZAWA, MAZOWIECKIE, 04-028
IZOLMTMTXXX;IZOLA BANK PLC;53-58 EAST STREET  VALLETTA, VALLETTA, VLT 1251
JMFSMTM1XXX;JESMOND MIZZI FINANCIAL SERVICES LIMITED;FLAT 3 67 SOUTH STREET VALLETTA, VALLETTA, VLT 1105
JSSILV21XXX;DUKASCOPY EUROPE IBS AS;LACPLESA 20A-1  RIGA, RIGA, LV-1011
KBLXMCMCXXX;BANQUE RICHELIEU MONACO;BRETAGNE 8 AVENUE DE GRANDE BRETAGNE MONACO, MONACO, 98005
KDPWPLPAXXX;NATIONAL DEPOSITORY FOR SECURITIES (KDPW SA);CENTRUM GIELDOWE KSIAZECA 4 WARSZAWA, MAZOWIECKIE, 00-498
KDPWPLPWXXX;KDPW S.A.;UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498
KKSDLV21XXX;LATVIJAS ARODBIEDRIBU KRAJAIZDEVU SABIEDRIBA;TURGENEVA 14  RIGA, RIGA, LV-1050
KLESPLP1XXX;BANK SPOLDZIELCZY W KLESZCZOWIE;UL.GLOWNA 114  KLESZCZOW, LODZKIE, 97-410
KOPWPLP1KPW;KOMPANIA PIWOWARSKA S.A.;  POZNAN, WIELKOPOLSKIE
KOPWPLP1XXX;KOMPANIA PIWOWARSKA S.A.;UL. SZWAJCARSKA  POZNAN, WIELKOPOLSKIE, 61-285
KRSPPLPKXXX;KRAKOWSKI BANK SPOLDZIELCZY;RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150
LACBLV2XXXX;BANK OF LATVIA;K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050
LAPBLV2XXXX;AS MAGNETIQ BANK;BRIVIBAS IELA 54  RIGA, RIGA, LV-1011
LARVCLR1XXX;LARRAIN VIAL;  
LBMAMTMTXXX;LOMBARD BANK MALTA PLC;LOMBARD HOUSE 67 REPUBLIC STREET VALLETTA, VALLETTA, VLT 1117
LCDELV22XXX;NASDAQ CSD SE;VALNU STREET 1  RIGA, RIGA, LV-1050
LFIKLV21XXX;AKCIJU SABIEDRIBA 'LATGALES FINANSU KOMPANIJA';KR. BARONA STREET 20/22 - 5  REZEKNE, REZEKNE, LV-4601
LIPNPLP1XXX;BANK SPOLDZIELCZY W LIPNIE;MICKIEWICZA 30A  LIPNO, POWIAT LIPNOWSKI, 87-600
LMARUYM1XXX;ALMAR S.A.;AV. 18 DE JULIO 1701  MONTEVIDEO, MONTEVIDEO, 11200
LPNSLV21XXX;STATE JOINT STOCK COMPANY LATVIJAS PASTS;LIDOSTA ZIEMELU IELA 10 RIGA, RIGA, LV-1053
LUMIBGS1XXX;BANK LEUMI ROMANIA-SOFIA BRANCH;POSITANO STREET 9 ENTRANCE A SOFIA, SOFIA, 1000
MAEAMCM1XXX;BANQUE MARTIN MAUREL;3 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98003
MALTMTMTXXX;CENTRAL BANK OF MALTA;CASTILLE PLACE  VALLETTA, VALLETTA, VLT 1063
MBCBCLR1XXX;MBI CORREDORES DE BOLSA S.A.;AV. PRESIDENTE RIESCO 5711, OF 602 EDIFICIO HUIDOBRO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000
MBWMMTMTXXX;MEDIRECT BANK (MALTA) PLC;FLOOR 1, THE CENTRE TIGNE POINT SLIEMA, SLIEMA, TPO 0001
